time,open,high,low,close,tick_volume,spread,real_volume
2026-01-12 17:00:00,1.1677,1.1686,1.16731,1.16811,4092,0,0
2026-01-12 18:00:00,1.16811,1.16822,1.16714,1.1672,3565,0,0
2026-01-12 19:00:00,1.1672,1.16761,1.16662,1.16685,3163,0,0
2026-01-12 20:00:00,1.16685,1.16715,1.16653,1.16689,1908,0,0
2026-01-12 21:00:00,1.16689,1.16739,1.16678,1.1672,1549,0,0
2026-01-12 22:00:00,1.1672,1.16732,1.1663000000000001,1.16651,1840,1,0
2026-01-12 23:00:00,1.1665,1.16688,1.16643,1.1666,1058,1,0
2026-01-13 00:00:00,1.16647,1.1669100000000001,1.16642,1.16679,376,6,0
2026-01-13 01:00:00,1.16679,1.16707,1.16655,1.16675,1016,0,0
2026-01-13 02:00:00,1.16675,1.16677,1.16608,1.16639,2153,0,0
2026-01-13 03:00:00,1.16639,1.16647,1.16561,1.16587,2340,0,0
2026-01-13 04:00:00,1.16587,1.16614,1.16568,1.16592,2011,0,0
2026-01-13 05:00:00,1.16592,1.16635,1.16567,1.16587,1579,0,0
2026-01-13 06:00:00,1.16587,1.16658,1.16585,1.16653,1885,0,0
2026-01-13 07:00:00,1.16653,1.16676,1.16618,1.16629,1828,0,0
2026-01-13 08:00:00,1.16629,1.16631,1.1654,1.16589,2475,0,0
2026-01-13 09:00:00,1.16589,1.16649,1.16559,1.16641,2719,0,0
2026-01-13 10:00:00,1.16641,1.16692,1.16587,1.1669100000000001,3283,0,0
2026-01-13 11:00:00,1.1669100000000001,1.16726,1.16637,1.16719,2686,0,0
2026-01-13 12:00:00,1.16719,1.16743,1.16652,1.16665,2475,0,0
2026-01-13 13:00:00,1.16665,1.16704,1.16647,1.16685,1922,0,0
2026-01-13 14:00:00,1.16685,1.1669100000000001,1.16532,1.16554,2692,0,0
2026-01-13 15:00:00,1.16554,1.16775,1.16504,1.16686,6444,0,0
2026-01-13 16:00:00,1.16686,1.1673499999999999,1.16576,1.16641,5387,0,0
2026-01-13 17:00:00,1.16641,1.16651,1.16441,1.16522,5240,0,0
2026-01-13 18:00:00,1.16522,1.16548,1.16343,1.1645699999999999,4037,0,0
2026-01-13 19:00:00,1.1645699999999999,1.16487,1.16413,1.16463,3176,0,0
2026-01-13 20:00:00,1.16463,1.16545,1.16417,1.16532,2519,0,0
2026-01-13 21:00:00,1.16532,1.16535,1.16459,1.16491,2702,0,0
2026-01-13 22:00:00,1.16492,1.16499,1.16451,1.16455,1858,1,0
2026-01-13 23:00:00,1.16454,1.16466,1.16422,1.1642299999999999,730,1,0
2026-01-14 00:00:00,1.16418,1.16439,1.16414,1.16436,302,5,0
2026-01-14 01:00:00,1.16436,1.1645699999999999,1.16419,1.16421,530,0,0
2026-01-14 02:00:00,1.16421,1.16437,1.16381,1.16429,1861,0,0
2026-01-14 03:00:00,1.16429,1.16432,1.16369,1.16383,1846,0,0
2026-01-14 04:00:00,1.16383,1.16444,1.16361,1.16435,1633,0,0
2026-01-14 05:00:00,1.16435,1.16488,1.16435,1.16469,1646,0,0
2026-01-14 06:00:00,1.16469,1.16483,1.16436,1.16443,1227,0,0
2026-01-14 07:00:00,1.16443,1.16453,1.16417,1.16419,1367,0,0
2026-01-14 08:00:00,1.16419,1.16503,1.16414,1.1649,1649,0,0
2026-01-14 09:00:00,1.1649,1.16521,1.16446,1.16463,2183,0,0
2026-01-14 10:00:00,1.16463,1.16504,1.16412,1.16475,3763,0,0
2026-01-14 11:00:00,1.16475,1.16538,1.16461,1.16517,2603,0,0
2026-01-14 12:00:00,1.16517,1.1658,1.1647,1.16551,2924,0,0
2026-01-14 13:00:00,1.16551,1.16551,1.16438,1.16471,2502,0,0
2026-01-14 14:00:00,1.16471,1.16601,1.16451,1.166,3367,0,0
2026-01-14 15:00:00,1.166,1.166,1.16449,1.16501,3909,0,0
2026-01-14 16:00:00,1.16501,1.16598,1.16488,1.16561,5221,0,0
2026-01-14 17:00:00,1.16561,1.16608,1.16495,1.166,5182,0,0
2026-01-14 18:00:00,1.166,1.16617,1.16527,1.16546,3791,0,0
2026-01-14 19:00:00,1.16546,1.16559,1.16455,1.16469,3489,0,0
2026-01-14 20:00:00,1.16469,1.16477,1.16382,1.16382,2871,0,0
2026-01-14 21:00:00,1.16382,1.16393,1.16352,1.1636199999999999,1968,0,0
2026-01-14 22:00:00,1.16363,1.16473,1.16363,1.16431,3164,1,0
2026-01-14 23:00:00,1.16432,1.16463,1.16421,1.16444,1351,1,0
2026-01-15 00:00:00,1.16402,1.1646,1.16402,1.16431,179,9,0
2026-01-15 01:00:00,1.16431,1.16471,1.16431,1.1645,899,0,0
2026-01-15 02:00:00,1.1645,1.1645699999999999,1.16356,1.16379,1795,0,0
2026-01-15 03:00:00,1.16379,1.16419,1.1633499999999999,1.16389,2584,0,0
2026-01-15 04:00:00,1.16389,1.16408,1.1636199999999999,1.16401,1766,0,0
2026-01-15 05:00:00,1.16401,1.16417,1.16369,1.16387,1696,0,0
2026-01-15 06:00:00,1.16387,1.16395,1.16342,1.16347,1206,0,0
2026-01-15 07:00:00,1.16347,1.16379,1.16336,1.16351,1669,0,0
2026-01-15 08:00:00,1.16351,1.16383,1.163,1.16332,2449,0,0
2026-01-15 09:00:00,1.16332,1.16365,1.1626,1.16289,2891,0,0
2026-01-15 10:00:00,1.16289,1.16354,1.16269,1.16308,2790,0,0
2026-01-15 11:00:00,1.16308,1.16398,1.16303,1.1636,3245,0,0
2026-01-15 12:00:00,1.1636,1.1641,1.16328,1.16357,2639,0,0
2026-01-15 13:00:00,1.16357,1.16381,1.16302,1.16311,2614,0,0
2026-01-15 14:00:00,1.16311,1.16352,1.16205,1.1623,2643,0,0
2026-01-15 15:00:00,1.1623,1.1625,1.1599,1.16015,5130,0,0
